school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
Notre Dame,2000,12,9,3,0,,15,12.3,16.3,38.8,24.5,Bob,Davie,
Notre Dame,2001,11,5,6,0,18,,7.2,11.3,28.6,18.3,Bob,Davie,
New Mexico,2012,13,4,9,0,,,-13.7,-13.4,26.6,39.8,Bob,Davie,
New Mexico,2013,12,3,9,0,,,-18.0,-14.9,30.9,45.9,Bob,Davie,
New Mexico,2014,12,4,8,0,,,-13.4,-15,28.4,42.4,Bob,Davie,
New Mexico,2015,13,7,6,0,,,-10.5,-8.7,24.9,34.8,Bob,Davie,
New Mexico,2016,13,9,4,0,,,-5.3,-5.1,32.2,38.6,Bob,Davie,
New Mexico,2017,12,3,9,0,,,-16.2,-12.4,20.8,34.2,Bob,Davie,
New Mexico,2018,12,3,9,0,,,-15.4,-9.5,23.8,35.7,Bob,Davie,
New Mexico,2019,12,2,10,0,,,-17.6,-17,20.6,39.2,Bob,Davie,
Miami,1998,12,9,3,0,,20,14.8,17.3,43.5,29.8,Butch,Davis,
Miami,1999,13,9,4,0,12,15,17.5,22.7,40.1,19,Butch,Davis,
Miami,2000,12,11,1,0,5,2,28.9,35.9,49.8,16.3,Butch,Davis,
North Carolina,2007,12,4,8,0,,,-1.8,1.9,23.6,23.3,Butch,Davis,
North Carolina,2008,13,8,5,0,,,10.7,10.2,27.1,17.5,Butch,Davis,
North Carolina,2009,13,8,5,0,21,,10.7,8.5,22.5,14.5,Butch,Davis,
North Carolina,2010,13,8,5,0,18,,6.7,7.7,30.9,22.2,Butch,Davis,
Florida International,2017,13,8,5,0,,,-10.9,-10.4,24,35,Butch,Davis,
Florida International,2018,13,9,4,0,,,-3.4,-7.4,26.7,34.7,Butch,Davis,
Florida International,2019,13,6,7,0,,,-11.5,-7,22,29.4,Butch,Davis,
Ohio State,2018,3,3,0,0,5,,18.1,24.1,44.4,21.2,Ryan,Day,2018-12-04T00:00:00.000Z
Ohio State,2019,14,13,1,0,5,3,32.8,35.4,44.4,10.6,Ryan,Day,2018-12-04T00:00:00.000Z
Air Force,1998,13,12,1,0,,13,15.6,18.6,39,22.2,Fisher,DeBerry,
Air Force,1999,11,6,5,0,,,1.5,7.1,29,23.3,Fisher,DeBerry,
Air Force,2000,12,9,3,0,,,2.2,1.8,38.2,36.5,Fisher,DeBerry,
Air Force,2001,12,6,6,0,,,-10.7,-10.8,33.3,40.8,Fisher,DeBerry,
Air Force,2002,13,8,5,0,,,4.5,2.6,35.7,34.2,Fisher,DeBerry,
Air Force,2003,12,7,5,0,,,1.2,2.1,29.3,28.1,Fisher,DeBerry,
Air Force,2004,11,5,6,0,,,0.3,-0.9,36.6,36.9,Fisher,DeBerry,
Air Force,2005,11,4,7,0,,,-3.4,-3.4,32.1,35.5,Fisher,DeBerry,
Air Force,2006,12,4,8,0,,,-1.1,-8.8,24,31.7,Fisher,DeBerry,
Central Michigan,2000,11,2,9,0,,,-21.8,-17.8,19.8,36,Mike,DeBord,
Central Michigan,2001,11,3,8,0,,,-16.0,-15.6,25.5,38,Mike,DeBord,
Central Michigan,2002,12,4,8,0,,,-17.3,-18.7,25.5,40.6,Mike,DeBord,
Central Michigan,2003,12,3,9,0,,,-19.1,-22.8,23.4,41.8,Mike,DeBord,
Utah State,2000,11,5,6,0,,,-11.0,-14.6,31.5,42,Mick,Dennehy,
Utah State,2001,11,4,7,0,,,-8.5,-3.5,38.4,39.9,Mick,Dennehy,
Utah State,2002,11,4,7,0,,,-14.5,-16,33.8,44,Mick,Dennehy,
Utah State,2003,12,3,9,0,,,-11.1,-17,21.6,36.6,Mick,Dennehy,
Utah State,2004,11,3,8,0,,,-18.3,-17.8,20,36.3,Mick,Dennehy,
Texas A&M,2011,1,1,0,0,8,,16.0,22.7,41.8,20.5,Tim,DeRuyter,
Fresno State,2012,13,9,4,0,,,8.2,12.5,31.9,19.6,Tim,DeRuyter,
Fresno State,2013,13,11,2,0,,,3.7,8.8,36.1,26.7,Tim,DeRuyter,
Fresno State,2014,14,6,8,0,,,-10.4,-6.9,24.5,31,Tim,DeRuyter,
Fresno State,2015,12,3,9,0,,,-17.9,-12.6,19.6,32.8,Tim,DeRuyter,
Fresno State,2016,8,1,7,0,,,-20.5,-16.9,16.4,33.9,Tim,DeRuyter,
Connecticut,2014,12,2,12,0,,,-20.4,-14.1,14.6,27.7,Bob,Diaco,
Connecticut,2015,13,6,7,0,,,-2.5,-6.3,18.1,23.9,Bob,Diaco,
Connecticut,2016,12,3,9,0,,,-17.5,-11.6,19.8,30.9,Bob,Diaco,
Miami,2019,13,6,7,0,,,1.1,9.6,26,15.6,Manny,Diaz,2018-12-30T00:00:00.000Z
North Texas,1998,11,3,8,0,,,-14.8,-18.5,16.8,34.3,Darrell,Dickey,
North Texas,1999,11,2,9,0,,,-23.4,-29,7.2,35.1,Darrell,Dickey,
North Texas,2000,11,3,8,0,,,-18.7,-22,14.5,34.9,Darrell,Dickey,
North Texas,2001,12,5,7,0,,,-9.7,-11.1,24.2,33.7,Darrell,Dickey,
North Texas,2002,13,8,5,0,,,1.4,3.7,22,19,Darrell,Dickey,
North Texas,2003,13,9,4,0,,,-2.2,-5.7,27.8,33.2,Darrell,Dickey,
North Texas,2004,12,7,5,0,,,-11.9,-12,29.2,38.2,Darrell,Dickey,
North Texas,2005,11,2,9,0,,,-24.4,-29.2,9.6,38.9,Darrell,Dickey,
North Texas,2006,12,3,9,0,,,-21.1,-24.5,6.9,31.5,Darrell,Dickey,
Wyoming,1998,11,8,3,0,,,0.4,6.1,27.4,22.4,Dana,Dimel,
Wyoming,1999,11,7,4,0,,,-0.7,6.1,33.8,29.5,Dana,Dimel,
Houston,2000,11,3,8,0,,,-13.8,-13.6,26.8,37.2,Dana,Dimel,
Houston,2001,11,0,11,0,,,-19.7,-18.5,26.5,41.2,Dana,Dimel,
Houston,2002,12,5,7,0,,,-10.0,-9,32.6,39.1,Dana,Dimel,
UTEP,2018,12,1,11,0,,,-24.7,-26.6,12.1,37.1,Dana,Dimel,
UTEP,2019,12,1,11,0,,,-28.1,-25.6,18,43.5,Dana,Dimel,
LSU,1998,11,4,7,0,9,,9.1,11.8,39.3,29.7,Gerry,DiNardo,
LSU,1999,11,3,8,0,,,-1.5,-1.2,25.9,27.6,Gerry,DiNardo,
Indiana,2002,12,3,9,0,,,-13.3,-12.8,31.5,40.6,Gerry,DiNardo,
Indiana,2003,12,2,10,0,,,-14.4,-17.2,21.3,36.6,Gerry,DiNardo,
Indiana,2004,11,3,8,0,,,-4.4,-7.4,30.5,36.3,Gerry,DiNardo,
Washington State,2003,13,10,3,0,,9,12.8,17.3,38.2,22.8,Bill,Doba,
Washington State,2004,11,5,6,0,,,3.3,-0.9,32,33.2,Bill,Doba,
Washington State,2005,11,4,7,0,,,4.1,13,39.6,26.6,Bill,Doba,
Washington State,2006,12,6,6,0,,,5.8,7.4,28.5,19.2,Bill,Doba,
Washington State,2007,12,5,7,0,,,-0.2,3.2,31.7,27.8,Bill,Doba,
North Texas,2007,12,2,10,0,,,-20.4,-22.8,20.3,40.3,Todd,Dodge,
North Texas,2008,12,1,11,0,,,-31.8,-30.9,18.9,48.9,Todd,Dodge,
North Texas,2009,12,2,10,0,,,-16.3,-15.1,22.3,36.7,Todd,Dodge,
North Texas,2010,7,1,6,0,,,-15.5,-15.6,20.7,36.2,Todd,Dodge,
Northern Illinois,2011,14,11,3,0,,,2.6,2.2,32.7,29.6,Dave,Doeren,
Northern Illinois,2012,13,12,1,0,,22,5.1,12.4,35.6,25.4,Dave,Doeren,
NC State,2013,12,3,9,0,,,-6.1,-0.5,25,26.5,Dave,Doeren,
NC State,2014,13,8,5,0,,,1.9,8.1,34.1,27.1,Dave,Doeren,
NC State,2015,13,7,6,0,,,6.7,9.6,36.2,24.7,Dave,Doeren,
NC State,2016,13,7,6,0,,,7.6,9.4,30.5,19.3,Dave,Doeren,
NC State,2017,13,9,4,0,,23,13.7,12.9,38,23.3,Dave,Doeren,
NC State,2018,13,9,4,0,,,7.9,9.4,35.1,26.7,Dave,Doeren,
NC State,2019,12,4,8,0,,,-12.0,-6.3,22,29.7,Dave,Doeren,
Georgia,1998,12,9,3,0,19,14,7.1,10.3,30.4,21.1,Jim,Donnan,
Georgia,1999,12,8,4,0,14,16,6.3,6.4,35.4,31.1,Jim,Donnan,
Georgia,2000,12,8,4,0,10,20,12.2,16,35,20.5,Jim,Donnan,
Louisiana Tech,2007,12,5,7,0,,,-14.9,-14.8,18.4,32.4,Derek,Dooley,
Louisiana Tech,2008,13,8,5,0,,,-6.8,-9.7,20.2,29.6,Derek,Dooley,
Louisiana Tech,2009,12,4,8,0,,,-1.7,-3.8,23.6,26.9,Derek,Dooley,
Tennessee,2010,13,6,7,0,,,3.4,7.7,30.5,23.6,Derek,Dooley,
Tennessee,2011,12,5,7,0,,,2.4,6.9,27,18.8,Derek,Dooley,
Tennessee,2012,11,4,7,0,,,4.2,15.1,42.6,28.3,Derek,Dooley,
UCLA,2003,13,6,7,0,,,-0.7,-1.4,25.2,26.7,Karl,Dorrell,
UCLA,2004,12,6,6,0,,,11.8,10,38.5,30.4,Karl,Dorrell,
UCLA,2005,12,10,2,0,,16,10.6,8.7,39.2,30.5,Karl,Dorrell,
UCLA,2006,13,7,6,0,,,9.3,8.8,23.4,15.9,Karl,Dorrell,
UCLA,2007,12,6,6,0,14,,8.4,11.2,23.1,13.4,Karl,Dorrell,
Appalachian State,2019,13,12,1,0,,19,11.5,11.3,34.3,23.2,Eli,Drinkwitz,
Alabama,1998,12,7,5,0,0,0,3.2,9,30.9,23.3,Mike,DuBose,
Alabama,1999,13,10,3,0,20,8,17.6,26.5,41.9,17.4,Mike,DuBose,
Alabama,2000,11,3,8,0,3,0,2.9,7.9,29.5,22.7,Mike,DuBose,
Florida,2014,1,1,0,0,,,9.6,17.3,29.8,14.1,D.J.,Durkin,
Maryland,2016,13,6,7,0,,,-0.8,-0.6,28.7,28.1,D.J.,Durkin,
Maryland,2017,12,4,8,0,,,-0.8,-4.5,26.7,28.3,D.J.,Durkin,
Louisiana Tech,2010,12,5,7,0,,,-5.5,-7.4,23.9,33,Sonny,Dykes,
Louisiana Tech,2011,13,8,5,0,,,5.0,1.9,23.6,22.9,Sonny,Dykes,
Louisiana Tech,2012,12,9,3,0,,,5.6,0.2,39.4,39.7,Sonny,Dykes,
California,2013,12,1,11,0,,,-10.3,-8.7,27.7,37.1,Sonny,Dykes,
California,2014,12,5,7,0,,,2.5,-0.6,36.6,36.3,Sonny,Dykes,
California,2015,13,8,5,0,,,11.0,12.1,41.3,29.5,Sonny,Dykes,
California,2016,12,5,7,0,,,2.0,2.4,38.4,36.3,Sonny,Dykes,
SMU,2018,12,5,7,0,,,-9.4,-5.4,24,29.7,Sonny,Dykes,
SMU,2019,13,10,3,0,,,7.7,4.4,34.6,28.3,Sonny,Dykes,
Texas Tech,1998,12,7,5,0,,,8.0,8.1,32.2,25.8,Spike,Dykes,
Texas Tech,1999,11,6,5,0,,,-4.4,-7.4,26.6,33.3,Spike,Dykes,
Connecticut,2000,11,3,8,0,,,-25.1,-29.4,19.3,43.3,Randy,Edsall,
Connecticut,2001,11,2,9,0,,,-20.9,-25.1,19.1,40.8,Randy,Edsall,
Connecticut,2002,12,6,6,0,,,0.0,-3.9,29.9,33.5,Randy,Edsall,
Connecticut,2003,12,9,3,0,,,3.9,-1.8,35.7,36.8,Randy,Edsall,
Connecticut,2004,12,8,4,0,,,1.1,-0.4,30.5,31.7,Randy,Edsall,
Connecticut,2005,11,5,6,0,,,-0.2,1.4,18.8,17.4,Randy,Edsall,
Connecticut,2006,12,4,8,0,,,-5.2,-2.9,20.8,22.2,Randy,Edsall,
Connecticut,2007,13,9,4,0,,,7.8,8.5,26.9,18.3,Randy,Edsall,
Connecticut,2008,13,8,5,0,,,4.7,4.9,22.3,18.3,Randy,Edsall,
Connecticut,2009,13,8,5,0,,,8.7,5.4,30.3,24.8,Randy,Edsall,
Connecticut,2010,13,8,5,0,,,-1.3,-3.6,17.9,22.4,Randy,Edsall,
Maryland,2011,12,2,10,0,,,-11.1,-8,26.6,32.8,Randy,Edsall,
Maryland,2012,12,4,8,0,,,-6.8,-7.8,17.6,23.3,Randy,Edsall,
Maryland,2013,13,7,6,0,,,0.0,10.8,29.6,19.8,Randy,Edsall,
Maryland,2014,13,7,6,0,,,0.9,5.7,30.4,26.1,Randy,Edsall,
Maryland,2015,6,2,4,0,,,-4.0,-1.6,26.1,26.5,Randy,Edsall,
Connecticut,2017,12,3,9,0,,,-13.5,-19.2,22.4,40.7,Randy,Edsall,
Connecticut,2018,12,1,11,0,,,-27.9,-26.4,24.7,51.9,Randy,Edsall,
Connecticut,2019,12,2,10,0,,,-23.2,-24.4,16.2,39.7,Randy,Edsall,
Arizona State,2018,13,7,6,0,,,4.4,5,33.9,30.4,Herm,Edwards,2017-12-03T00:00:00.000Z
Arizona State,2019,13,8,5,0,,,5.7,6.3,28,23.7,Herm,Edwards,2017-12-03T00:00:00.000Z
BYU,1998,14,9,5,0,,,2.2,6.6,32.4,27.8,LaVell,Edwards,
BYU,1999,12,8,4,0,,,6.5,13,35.6,23.8,LaVell,Edwards,
BYU,2000,12,6,6,0,,,-0.9,2.4,30.7,29.5,LaVell,Edwards,
Army,2009,12,5,7,0,,,-14.6,-21.7,6.5,27.7,Rich,Ellerson,
Army,2010,13,7,6,0,,,-4.8,-14.6,19,33.9,Rich,Ellerson,
Army,2011,12,3,9,0,,,-10.2,-20.9,19.9,37.7,Rich,Ellerson,
Army,2012,12,2,10,0,,,-16.8,-23.1,23.1,44.8,Rich,Ellerson,
Army,2013,12,3,9,0,,,-16.1,-24.6,20.8,44.5,Rich,Ellerson,
South Carolina,2015,6,1,5,0,,,1.4,3.4,31.3,28.6,Shawn,Elliott,
Georgia State,2017,12,7,5,0,,,-12.6,-14,17,28.6,Shawn,Elliott,
Georgia State,2018,12,2,10,0,,,-19.4,-20.4,23.6,43.6,Shawn,Elliott,
Georgia State,2019,13,7,6,0,,,-10.3,-10.5,29.4,38.4,Shawn,Elliott,
Western Kentucky,2007,12,7,5,0,,,-13.9,-22.5,15.6,36.3,David,Elson,
Western Kentucky,2008,12,2,10,0,,,-22.4,-22.1,12.8,34.2,David,Elson,
Western Kentucky,2009,12,0,12,0,,,-22.7,-27.8,17.1,45.3,David,Elson,
Colorado,2011,13,3,10,0,,,-10.4,-8.8,26,34.6,Jon,Embree,
Colorado,2012,12,1,11,0,,,-17.4,-17.2,20.2,37.5,Jon,Embree,
Eastern Michigan,2009,12,0,12,0,,,-27.2,-32.7,11.7,42.3,Ron,English,
Eastern Michigan,2010,12,2,10,0,,,-26.1,-29.2,18.2,44.8,Ron,English,
Eastern Michigan,2011,12,6,6,0,,,-12.4,-15.3,16.1,31.4,Ron,English,
Eastern Michigan,2012,12,2,10,0,,,-20.2,-23,17.9,42.2,Ron,English,
Eastern Michigan,2013,9,1,8,0,,,-32.4,-35.7,17.8,50.4,Ron,English,
Central Michigan,2010,12,3,9,0,,,-11.1,-14.7,21.9,34.4,Dan,Enos,
Central Michigan,2011,12,3,9,0,,,-16.9,-18.9,21.1,39.2,Dan,Enos,
Central Michigan,2012,13,7,6,0,,,-14.1,-11.6,28.4,40,Dan,Enos,
Central Michigan,2013,12,6,6,0,,,-15.3,-18.8,19.7,37.6,Dan,Enos,
Central Michigan,2014,13,7,6,0,,,-7.1,-5.2,26.1,30.2,Dan,Enos,
Oregon State,1999,12,7,5,0,,,4.0,9.2,33.5,26.1,Dennis,Erickson,
Oregon State,2000,12,11,1,0,,4,23.3,24.1,42.4,19.8,Dennis,Erickson,
Oregon State,2001,11,5,6,0,11,,3.9,8.8,33.5,26.6,Dennis,Erickson,
Oregon State,2002,13,8,5,0,,,13.5,13.4,37.8,25.7,Dennis,Erickson,
Idaho,2006,12,4,8,0,,,-17.2,-23.7,14.6,37.2,Dennis,Erickson,
Arizona State,2007,13,10,3,0,,16,13.7,12.6,30.3,18.6,Dennis,Erickson,
Arizona State,2008,12,5,7,0,15,,2.5,3.4,22.3,19.8,Dennis,Erickson,
Arizona State,2009,12,4,8,0,,,0.2,8.2,25.2,15.6,Dennis,Erickson,
Arizona State,2010,12,6,6,0,,,14.8,14.6,35.7,21,Dennis,Erickson,
Arizona State,2011,13,6,7,0,,,7.6,9.9,36.6,27.9,Dennis,Erickson,
Colorado State,2008,13,7,6,0,,,-5.7,-3.3,29.8,33.8,Steve,Fairchild,
Colorado State,2009,12,3,9,0,,,-10.7,-4.5,29.7,32.8,Steve,Fairchild,
Colorado State,2010,12,3,9,0,,,-15.7,-16.8,20.7,36.7,Steve,Fairchild,
Colorado State,2011,12,3,9,0,,,-16.2,-12.6,22.3,34.4,Steve,Fairchild,
Southern Mississippi,2008,13,7,6,0,,,-0.3,3.1,31,27,Larry,Fedora,
Southern Mississippi,2009,13,7,6,0,,,-0.8,2.4,30.4,27.6,Larry,Fedora,
Southern Mississippi,2010,13,8,5,0,,,0.1,5.6,30.2,26.5,Larry,Fedora,
Southern Mississippi,2011,14,12,2,0,,20,8.6,12.2,30.8,19.7,Larry,Fedora,
North Carolina,2012,12,8,4,0,,,3.4,14.1,39.7,26.6,Larry,Fedora,
North Carolina,2013,13,7,6,0,,,6.5,13.7,34.2,21.4,Larry,Fedora,
North Carolina,2014,13,6,7,0,23,,-2.3,0,35.8,35.1,Larry,Fedora,
North Carolina,2015,14,11,3,0,,15,19.2,20,43.3,25.3,Larry,Fedora,
North Carolina,2016,13,8,5,0,22,,10.2,15.9,38.5,24.6,Larry,Fedora,
North Carolina,2017,12,3,9,0,,,-2.3,4.3,29.3,25.9,Larry,Fedora,
North Carolina,2018,11,2,9,0,,,-6.5,-2.5,29.9,31.9,Larry,Fedora,
Iowa,1999,11,1,10,0,,,-6.5,-6.7,25.4,31.6,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2000,12,3,9,0,,,-2.3,1.9,27.8,26.6,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2001,12,7,5,0,,,12.8,14.9,39.4,26.7,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2002,13,11,2,0,,8,18.3,20.7,43.3,25.6,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2003,13,10,3,0,,8,16.1,21.2,36.7,17,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2004,12,10,2,0,19,8,13.1,20,34.4,15.3,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2005,12,7,5,0,11,,15.5,20.9,38.5,17.6,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2006,13,6,7,0,16,,3.3,13.4,32,18.4,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2007,12,6,6,0,,,-2.0,6.5,23.6,16.5,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2008,13,9,4,0,,20,14.2,25.5,35.4,10.9,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2009,13,11,2,0,22,7,11.1,17.3,25.1,8.9,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2010,13,8,5,0,9,,12.2,17,35.9,19.8,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2011,13,7,6,0,,,4.8,12.8,32.4,19.7,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2012,12,4,8,0,,,-3.1,0.5,22.5,22.4,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2013,13,8,5,0,,,9.7,17.3,29.6,12.4,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2014,13,7,6,0,,,3.2,6.8,32.5,24.2,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2015,14,12,2,0,,9,11.1,9.3,30.1,21,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2016,13,8,5,0,17,,11.0,10.3,29,18.9,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2017,13,8,5,0,,,16.3,9.8,28.4,19.4,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2018,13,9,4,0,,,15.4,13.3,30.3,17.7,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Iowa,2019,13,10,3,0,20,15,15.7,16.7,30,15.2,Kirk,Ferentz,1998-12-02T00:00:00.000Z
Ohio State,2011,13,6,7,0,18,,4.9,13.2,28.5,17,Luke,Fickell,
Cincinnati,2017,12,4,8,0,,,-12.6,-6.4,23.3,28.2,Luke,Fickell,
Cincinnati,2018,13,11,2,0,,,7.3,5.4,28.3,22.6,Luke,Fickell,
Cincinnati,2019,14,11,3,0,,21,8.9,9.1,29.1,21.1,Luke,Fickell,
UCLA,2017,2,1,1,0,,,0.8,4.9,39.3,34.5,Jedd,Fisch,
Florida State,2010,14,10,4,0,20,17,16.1,19.7,34.6,16.9,Jimbo,Fisher,
Florida State,2011,13,9,4,0,6,23,13.4,22.8,32.2,12.1,Jimbo,Fisher,
Florida State,2012,14,12,2,0,7,10,17.6,30.8,40.8,12.7,Jimbo,Fisher,
Florida State,2013,14,14,0,0,11,1,31.3,38.5,47.7,11.5,Jimbo,Fisher,
Florida State,2014,14,13,1,0,1,5,14.2,28.5,45,18.9,Jimbo,Fisher,
Florida State,2015,13,10,3,0,10,14,15.8,23.2,38,15,Jimbo,Fisher,
Florida State,2016,13,10,3,0,4,8,17.5,24,42.6,18.8,Jimbo,Fisher,
Florida State,2017,11,5,6,0,3,,10.1,22.8,33.3,12.5,Jimbo,Fisher,
Texas A&M,2018,13,9,4,0,,,17.9,21.6,40.3,19.8,Jimbo,Fisher,
Texas A&M,2019,13,8,5,0,12,,12.1,15,34,19.4,Jimbo,Fisher,
Northwestern,2006,12,4,8,0,,,-5.2,-4.9,21.3,25,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2007,12,6,6,0,,,-6.4,-2.4,30.1,31.7,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2008,13,9,4,0,,,3.9,7.3,26.7,19.3,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2009,13,8,5,0,,,-3.1,-4,24.4,27.4,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2010,13,7,6,0,,,-5.8,-1.1,30.9,32.8,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2011,13,6,7,0,,,1.2,0.6,33.3,31.2,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2012,13,10,3,0,,17,8.8,7.2,30.6,24.3,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2013,12,5,7,0,22,,1.5,4.2,29.4,25.9,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2014,12,5,7,0,,,-0.3,1.5,23.7,21.6,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2015,13,10,3,0,,23,3.0,0.2,16.8,15,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2016,13,7,6,0,,,9.9,2.9,27.9,23.5,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2017,13,10,3,0,,17,13.1,11.2,28.8,17.4,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2018,14,9,5,0,,,6.3,1.9,25.5,21.6,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Northwestern,2019,12,3,9,0,,,-3.2,-5.5,16.5,20,Pat,Fitzgerald,2006-07-07T00:00:00.000Z
Western Michigan,2013,12,1,11,0,,,-21.8,-25.5,13.9,38.5,P.J.,Fleck,
Western Michigan,2014,13,8,5,0,,,-3.0,-0.8,30.2,31.8,P.J.,Fleck,
Western Michigan,2015,13,8,5,0,,,4.3,4.9,36.7,32.2,P.J.,Fleck,
Western Michigan,2016,14,13,1,0,,15,13.5,11.5,40,28.9,P.J.,Fleck,
Minnesota,2017,12,5,7,0,,,2.8,0.4,23.9,22.1,P.J.,Fleck,
Minnesota,2018,13,7,6,0,,,5.5,6.3,28.2,22.8,P.J.,Fleck,
Minnesota,2019,13,11,2,0,,10,15.2,19.4,39.8,19.6,P.J.,Fleck,
Rutgers,2012,13,9,4,0,,,4.7,0,19.9,18,Kyle,Flood,
Rutgers,2013,13,6,7,0,,,-9.0,-8.1,24,31.6,Kyle,Flood,
Rutgers,2014,13,8,5,0,,,0.4,-1.5,32,33.1,Kyle,Flood,
Rutgers,2015,12,4,8,0,,,-7.8,-10.1,29.3,37.1,Kyle,Flood,
Central Michigan,1998,11,6,5,0,,,-16.2,-15,19.3,33.2,Dick,Flynn,
Central Michigan,1999,11,4,7,0,,,-20.4,-23.6,21.1,40.7,Dick,Flynn,
Temple,2018,1,0,1,0,,,3.7,2.9,28.1,23.9,Ed,Foley,
TCU,1998,12,7,5,0,,,1.8,2.4,26.3,24.7,Dennis,Franchione,
TCU,1999,12,8,4,0,,,2.4,3.2,30.3,28.3,Dennis,Franchione,
TCU,2000,11,10,1,0,20,21,15.0,14.7,35.3,21.8,Dennis,Franchione,
Alabama,2001,12,7,5,0,25,,10.4,11.8,32.9,22.7,Dennis,Franchione,
Alabama,2002,13,10,3,0,,11,17.7,23.6,37.6,14.4,Dennis,Franchione,
Texas A&M,2003,12,4,8,0,,,-7.5,-2.9,38.1,39.4,Dennis,Franchione,
Texas A&M,2004,12,7,5,0,,,12.6,18.6,40,24,Dennis,Franchione,
Texas A&M,2005,11,5,6,0,17,,4.2,7.3,36.9,29.6,Dennis,Franchione,
Texas A&M,2006,13,9,4,0,,,6.0,10.1,33.6,23.6,Dennis,Franchione,
Texas A&M,2007,13,7,6,0,25,,5.7,7.6,35.4,28.1,Dennis,Franchione,
Texas State,2012,12,4,8,0,,,-10.1,-12.9,26.5,41.8,Dennis,Franchione,
Texas State,2013,12,6,6,0,,,-17.7,-13.7,17.1,31.4,Dennis,Franchione,
Texas State,2014,12,7,5,0,,,-11.0,-7.4,27.9,35.3,Dennis,Franchione,
Texas State,2015,12,3,9,0,,,-22.8,-15.5,26.3,40.5,Dennis,Franchione,
Vanderbilt,2011,13,6,7,0,,,7.9,8.1,26.8,17.8,James,Franklin,
Vanderbilt,2012,13,9,4,0,,23,10.5,10,26.9,18.8,James,Franklin,
Vanderbilt,2013,13,9,4,0,,24,6.5,7.5,29.1,22.2,James,Franklin,
Penn State,2014,13,7,6,0,,,1.8,9.2,20.6,11,James,Franklin,
Penn State,2015,13,7,6,0,,,4.3,11.3,28.4,19,James,Franklin,
Penn State,2016,14,11,3,0,,7,17.5,19,38,20.9,James,Franklin,
Penn State,2017,13,11,2,0,6,8,25.6,26,41.5,14.9,James,Franklin,
Penn State,2018,13,9,4,0,10,,14.9,19,33.9,14.6,James,Franklin,
Penn State,2019,13,11,2,0,15,9,20.0,24.3,37.5,15.7,James,Franklin,
Duke,1999,11,3,8,0,,,-5.3,-10.2,28.1,36.2,Carl,Franks,
Duke,2000,11,0,11,0,,,-17.9,-16.9,25.1,39.1,Carl,Franks,
Duke,2001,11,0,11,0,,,-19.8,-23.9,28.8,45.5,Carl,Franks,
Duke,2002,12,2,10,0,,,-7.4,-9,25.7,33.5,Carl,Franks,
Duke,2003,7,2,5,0,,,-5.1,-4,27.2,31.3,Carl,Franks,
Arkansas State,2011,13,10,3,0,,,-0.2,-3.3,23.3,26.2,Hugh,Freeze,
Ole Miss,2012,13,7,6,0,,,11.1,14.2,36.9,22.8,Hugh,Freeze,
Ole Miss,2013,13,8,5,0,,,12.8,12.4,36.6,23.2,Hugh,Freeze,
Ole Miss,2014,13,9,4,0,18,17,21.3,20.7,35.4,14.4,Hugh,Freeze,
